"","realm","pct_WP","pct_NP"
"1","Subantarctic",44.1176470588235,11.7647058823529
"2","Coastal",18.9473684210526,14.2105263157895
"3","Estuarine",9.09090909090909,13.6363636363636
"4","Marine",19.6319018404908,16.5644171779141
"5","Wetland",10.9756097560976,26.8292682926829
"6","River",7.65765765765766,31.0810810810811
"7","Terrestrial",26.133909287257,24.1900647948164
"8","Overall",19.8782961460446,24.0365111561866
